2022-06-27 13:33:24.284  INFO 3184 --- [main] .c.m.l.QuickfixLmaxMarketDataApplication : Starting QuickfixLmaxMarketDataApplication using Java 17.0.3 on DESKTOP-G1O7DN4 with PID 3184 (D:\home\Courses\Java\quickfix\quickfix-lmax\quickfix-lmax-client\quickfix-client-lmax\quickfix-client-markerdata-lmax\target\classes started by iorch in D:\home\Courses\Java\quickfix\quickfix-lmax\quickfix-lmax-client)
2022-06-27 13:33:24.287  INFO 3184 --- [main] .c.m.l.QuickfixLmaxMarketDataApplication : No active profile set, falling back to 1 default profile: "default"
2022-06-27 14:05:42.857  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: Message=8=FIX.4.4|9=59|35=0|34=66|49=jcorderop|52=20220627-12:05:42.857|56=LMXBDM|10=168|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 14:05:42.857  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: msgType 0
2022-06-27 14:06:04.837  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromAdmin: Message=8=FIX.4.4|9=60|35=0|34=220|49=LMXBDM|52=20220627-12:06:04.774|56=jcorderop|10=197|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 14:06:12.863  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: Message=8=FIX.4.4|9=59|35=0|34=67|49=jcorderop|52=20220627-12:06:12.863|56=LMXBDM|10=164|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 14:06:12.863  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: msgType 0
2022-06-27 14:06:34.835  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromAdmin: Message=8=FIX.4.4|9=60|35=0|34=221|49=LMXBDM|52=20220627-12:06:34.775|56=jcorderop|10=202|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 14:06:42.876  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: Message=8=FIX.4.4|9=59|35=0|34=68|49=jcorderop|52=20220627-12:06:42.876|56=LMXBDM|10=172|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 14:06:42.877  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: msgType 0
2022-06-27 14:07:04.837  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromAdmin: Message=8=FIX.4.4|9=60|35=0|34=222|49=LMXBDM|52=20220627-12:07:04.776|56=jcorderop|10=202|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 14:07:13.864  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: Message=8=FIX.4.4|9=59|35=0|34=69|49=jcorderop|52=20220627-12:07:13.864|56=LMXBDM|10=169|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 14:07:13.864  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: msgType 0
2022-06-27 14:07:34.846  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromAdmin: Message=8=FIX.4.4|9=60|35=0|34=223|49=LMXBDM|52=20220627-12:07:34.777|56=jcorderop|10=207|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 14:07:43.863  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: Message=8=FIX.4.4|9=59|35=0|34=70|49=jcorderop|52=20220627-12:07:43.863|56=LMXBDM|10=163|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 14:07:43.864  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: msgType 0
2022-06-27 14:08:04.838  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromAdmin: Message=8=FIX.4.4|9=60|35=0|34=224|49=LMXBDM|52=20220627-12:08:04.777|56=jcorderop|10=206|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 14:08:13.861  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: Message=8=FIX.4.4|9=59|35=0|34=71|49=jcorderop|52=20220627-12:08:13.861|56=LMXBDM|10=160|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 14:08:13.861  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: msgType 0
2022-06-27 14:08:34.839  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromAdmin: Message=8=FIX.4.4|9=60|35=0|34=225|49=LMXBDM|52=20220627-12:08:34.778|56=jcorderop|10=211|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 14:08:43.855  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: Message=8=FIX.4.4|9=59|35=0|34=72|49=jcorderop|52=20220627-12:08:43.855|56=LMXBDM|10=167|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 14:08:43.855  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: msgType 0
2022-06-27 14:09:04.847  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromAdmin: Message=8=FIX.4.4|9=60|35=0|34=226|49=LMXBDM|52=20220627-12:09:04.778|56=jcorderop|10=210|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 14:09:13.866  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: Message=8=FIX.4.4|9=59|35=0|34=73|49=jcorderop|52=20220627-12:09:13.866|56=LMXBDM|10=168|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 14:09:13.866  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: msgType 0
2022-06-27 14:09:34.846  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromAdmin: Message=8=FIX.4.4|9=60|35=0|34=227|49=LMXBDM|52=20220627-12:09:34.778|56=jcorderop|10=214|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 14:09:43.861  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: Message=8=FIX.4.4|9=59|35=0|34=74|49=jcorderop|52=20220627-12:09:43.861|56=LMXBDM|10=167|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 14:09:43.861  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: msgType 0
2022-06-27 14:10:04.848  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromAdmin: Message=8=FIX.4.4|9=60|35=0|34=228|49=LMXBDM|52=20220627-12:10:04.778|56=jcorderop|10=204|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 14:10:13.860  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: Message=8=FIX.4.4|9=59|35=0|34=75|49=jcorderop|52=20220627-12:10:13.860|56=LMXBDM|10=156|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 14:10:13.860  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: msgType 0
2022-06-27 14:10:34.848  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromAdmin: Message=8=FIX.4.4|9=60|35=0|34=229|49=LMXBDM|52=20220627-12:10:34.779|56=jcorderop|10=209|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 14:10:43.865  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: Message=8=FIX.4.4|9=59|35=0|34=76|49=jcorderop|52=20220627-12:10:43.865|56=LMXBDM|10=165|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 14:10:43.865  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: msgType 0
2022-06-27 14:11:04.848  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromAdmin: Message=8=FIX.4.4|9=60|35=0|34=230|49=LMXBDM|52=20220627-12:11:04.780|56=jcorderop|10=191|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 14:11:13.867  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: Message=8=FIX.4.4|9=59|35=0|34=77|49=jcorderop|52=20220627-12:11:13.867|56=LMXBDM|10=166|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 14:11:13.867  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: msgType 0
2022-06-27 14:11:34.853  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromAdmin: Message=8=FIX.4.4|9=60|35=0|34=231|49=LMXBDM|52=20220627-12:11:34.782|56=jcorderop|10=197|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 14:11:43.860  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: Message=8=FIX.4.4|9=59|35=0|34=78|49=jcorderop|52=20220627-12:11:43.860|56=LMXBDM|10=163|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 14:11:43.861  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: msgType 0
2022-06-27 14:12:04.848  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromAdmin: Message=8=FIX.4.4|9=60|35=0|34=232|49=LMXBDM|52=20220627-12:12:04.783|56=jcorderop|10=197|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 14:12:13.870  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: Message=8=FIX.4.4|9=59|35=0|34=79|49=jcorderop|52=20220627-12:12:13.870|56=LMXBDM|10=163|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 14:12:13.870  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: msgType 0
2022-06-27 14:12:34.850  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromAdmin: Message=8=FIX.4.4|9=60|35=0|34=233|49=LMXBDM|52=20220627-12:12:34.784|56=jcorderop|10=202|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 14:12:43.869  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: Message=8=FIX.4.4|9=59|35=0|34=80|49=jcorderop|52=20220627-12:12:43.869|56=LMXBDM|10=166|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 14:12:43.869  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: msgType 0
2022-06-27 14:13:04.848  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromAdmin: Message=8=FIX.4.4|9=60|35=0|34=234|49=LMXBDM|52=20220627-12:13:04.785|56=jcorderop|10=202|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 14:13:13.860  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: Message=8=FIX.4.4|9=59|35=0|34=81|49=jcorderop|52=20220627-12:13:13.860|56=LMXBDM|10=156|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 14:13:13.860  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: msgType 0
2022-06-27 14:13:34.848  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromAdmin: Message=8=FIX.4.4|9=60|35=0|34=235|49=LMXBDM|52=20220627-12:13:34.785|56=jcorderop|10=206|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 14:13:43.865  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: Message=8=FIX.4.4|9=59|35=0|34=82|49=jcorderop|52=20220627-12:13:43.865|56=LMXBDM|10=165|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 14:13:43.865  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: msgType 0
2022-06-27 14:14:04.852  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromAdmin: Message=8=FIX.4.4|9=60|35=0|34=236|49=LMXBDM|52=20220627-12:14:04.785|56=jcorderop|10=205|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 14:14:13.859  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: Message=8=FIX.4.4|9=59|35=0|34=83|49=jcorderop|52=20220627-12:14:13.859|56=LMXBDM|10=167|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 14:14:13.860  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: msgType 0
2022-06-27 14:14:34.858  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromAdmin: Message=8=FIX.4.4|9=60|35=0|34=237|49=LMXBDM|52=20220627-12:14:34.785|56=jcorderop|10=209|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 14:14:43.860  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: Message=8=FIX.4.4|9=59|35=0|34=84|49=jcorderop|52=20220627-12:14:43.860|56=LMXBDM|10=163|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 14:14:43.861  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: msgType 0
2022-06-27 14:15:04.853  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromAdmin: Message=8=FIX.4.4|9=60|35=0|34=238|49=LMXBDM|52=20220627-12:15:04.786|56=jcorderop|10=209|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 14:15:13.855  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: Message=8=FIX.4.4|9=59|35=0|34=85|49=jcorderop|52=20220627-12:15:13.855|56=LMXBDM|10=166|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 14:15:13.855  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: msgType 0
2022-06-27 14:15:34.857  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromAdmin: Message=8=FIX.4.4|9=60|35=0|34=239|49=LMXBDM|52=20220627-12:15:34.786|56=jcorderop|10=213|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 14:15:43.866  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: Message=8=FIX.4.4|9=59|35=0|34=86|49=jcorderop|52=20220627-12:15:43.866|56=LMXBDM|10=172|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 14:15:43.866  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: msgType 0
2022-06-27 14:16:04.858  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromAdmin: Message=8=FIX.4.4|9=60|35=0|34=240|49=LMXBDM|52=20220627-12:16:04.786|56=jcorderop|10=203|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 14:16:13.863  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: Message=8=FIX.4.4|9=59|35=0|34=87|49=jcorderop|52=20220627-12:16:13.863|56=LMXBDM|10=168|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 14:16:13.863  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: msgType 0
2022-06-27 14:16:34.858  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromAdmin: Message=8=FIX.4.4|9=60|35=0|34=241|49=LMXBDM|52=20220627-12:16:34.787|56=jcorderop|10=208|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 14:16:43.859  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: Message=8=FIX.4.4|9=59|35=0|34=88|49=jcorderop|52=20220627-12:16:43.859|56=LMXBDM|10=177|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 14:16:43.859  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: msgType 0
2022-06-27 14:17:04.858  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromAdmin: Message=8=FIX.4.4|9=60|35=0|34=242|49=LMXBDM|52=20220627-12:17:04.788|56=jcorderop|10=208|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 14:17:13.863  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: Message=8=FIX.4.4|9=59|35=0|34=89|49=jcorderop|52=20220627-12:17:13.863|56=LMXBDM|10=171|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 14:17:13.863  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: msgType 0
2022-06-27 14:17:34.858  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromAdmin: Message=8=FIX.4.4|9=60|35=0|34=243|49=LMXBDM|52=20220627-12:17:34.789|56=jcorderop|10=213|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 14:17:43.867  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: Message=8=FIX.4.4|9=59|35=0|34=90|49=jcorderop|52=20220627-12:17:43.867|56=LMXBDM|10=170|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 14:17:43.867  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: msgType 0
2022-06-27 14:18:04.862  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromAdmin: Message=8=FIX.4.4|9=60|35=0|34=244|49=LMXBDM|52=20220627-12:18:04.790|56=jcorderop|10=204|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 14:18:13.866  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: Message=8=FIX.4.4|9=59|35=0|34=91|49=jcorderop|52=20220627-12:18:13.866|56=LMXBDM|10=168|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 14:18:13.866  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: msgType 0
2022-06-27 14:18:34.858  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromAdmin: Message=8=FIX.4.4|9=60|35=0|34=245|49=LMXBDM|52=20220627-12:18:34.790|56=jcorderop|10=208|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 14:18:43.863  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: Message=8=FIX.4.4|9=59|35=0|34=92|49=jcorderop|52=20220627-12:18:43.863|56=LMXBDM|10=169|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 14:18:43.863  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: msgType 0
2022-06-27 14:19:04.861  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromAdmin: Message=8=FIX.4.4|9=60|35=0|34=246|49=LMXBDM|52=20220627-12:19:04.791|56=jcorderop|10=208|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 14:19:13.865  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: Message=8=FIX.4.4|9=59|35=0|34=93|49=jcorderop|52=20220627-12:19:13.865|56=LMXBDM|10=170|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 14:19:13.866  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: msgType 0
2022-06-27 14:19:34.858  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromAdmin: Message=8=FIX.4.4|9=60|35=0|34=247|49=LMXBDM|52=20220627-12:19:34.792|56=jcorderop|10=213|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 14:19:43.865  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: Message=8=FIX.4.4|9=59|35=0|34=94|49=jcorderop|52=20220627-12:19:43.865|56=LMXBDM|10=174|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 14:19:43.865  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: msgType 0
2022-06-27 14:20:04.859  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromAdmin: Message=8=FIX.4.4|9=60|35=0|34=248|49=LMXBDM|52=20220627-12:20:04.792|56=jcorderop|10=203|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 14:20:13.859  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: Message=8=FIX.4.4|9=59|35=0|34=95|49=jcorderop|52=20220627-12:20:13.859|56=LMXBDM|10=167|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 14:20:13.859  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: msgType 0
2022-06-27 14:20:34.861  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromAdmin: Message=8=FIX.4.4|9=60|35=0|34=249|49=LMXBDM|52=20220627-12:20:34.793|56=jcorderop|10=208|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 14:20:43.856  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: Message=8=FIX.4.4|9=59|35=0|34=96|49=jcorderop|52=20220627-12:20:43.856|56=LMXBDM|10=168|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 14:20:43.856  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: msgType 0
2022-06-27 14:21:04.868  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromAdmin: Message=8=FIX.4.4|9=60|35=0|34=250|49=LMXBDM|52=20220627-12:21:04.793|56=jcorderop|10=198|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 14:21:13.859  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: Message=8=FIX.4.4|9=59|35=0|34=97|49=jcorderop|52=20220627-12:21:13.859|56=LMXBDM|10=170|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 14:21:13.859  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: msgType 0
2022-06-27 14:21:34.868  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromAdmin: Message=8=FIX.4.4|9=60|35=0|34=251|49=LMXBDM|52=20220627-12:21:34.794|56=jcorderop|10=203|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 14:21:43.860  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: Message=8=FIX.4.4|9=59|35=0|34=98|49=jcorderop|52=20220627-12:21:43.860|56=LMXBDM|10=166|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 14:21:43.860  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: msgType 0
2022-06-27 14:22:04.869  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromAdmin: Message=8=FIX.4.4|9=60|35=0|34=252|49=LMXBDM|52=20220627-12:22:04.795|56=jcorderop|10=203|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 14:22:13.868  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: Message=8=FIX.4.4|9=59|35=0|34=99|49=jcorderop|52=20220627-12:22:13.868|56=LMXBDM|10=173|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 14:22:13.868  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: msgType 0
2022-06-27 14:22:34.870  INFO 3184 --- [QF/J Session dispatcher: FIX.4.4:jcorderop->LMXBDM] o.q.c.m.l.c.ClientApplicationAdapter     : fromAdmin: Message=8=FIX.4.4|9=60|35=0|34=253|49=LMXBDM|52=20220627-12:22:34.797|56=jcorderop|10=209|, SessionId=FIX.4.4:jcorderop->LMXBDM
2022-06-27 14:22:43.867  INFO 3184 --- [QFJ Timer] o.q.c.m.l.c.ClientApplicationAdapter     : toAdmin: Message=8=FIX.4.4|9=60|35=0|34=100|49=jcorderop|52=20220627-12:22:43.867|56=LMXBDM|10=198|, SessionId=FIX.4.4:jcorderop->LMXBDM
